response_id,data_source,cohort,student_id,student_track,student_prior_stats,run_id,mode,preset,preset_label,item_position,response_date,response_datetime,week_of_term,day_of_week,hour_of_day,time_block,item_number,item_id,topic,tier_code,tier_label,session_primary,session_name,session_all,theme_code,theme_label,exam_block,lab_block,extra_topic,has_source_line,news_outlet,news_date,news_sourced,news_url,n_options,correct_position,correct_option_text,stem_chars,key_chars,mean_distractor_chars,key_length_advantage,numeric_item,exposure_number,device,chosen_position,chosen_option_text,correct,response_time_sec,item_text_full,response_text
R009345,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0454,practice,lab4,Lab 4 · relationships and prediction,1,2025-11-24,2025-11-24 21:11:00,13,Mon,21,Evening,120,Q51_Multiple_Regression_Advantage,Regression,exam,Used on a Fall 2025 quiz or exam,11,Correlation and Regression,11|12,,,exam2,lab4,,1,,,,,4,3,it can account for multiple predictors simultaneously,75,53,30.7,22.3,0,1,mobile,3,it can account for multiple predictors simultaneously,1,7.3,Q: The main advantage of multiple regression over simple regression is ______.  ||  A) it is easier to calculate  |  B) it requires fewer assumptions  |  C) it can account for multiple predictors simultaneously [X]  |  D) it always produces significant results,Chose C) it can account for multiple predictors simultaneously - CORRECT
R009346,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0454,practice,lab4,Lab 4 · relationships and prediction,2,2025-11-24,2025-11-24 21:11:08,13,Mon,21,Evening,1060,S12-21,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,1,High leverage on the predictor side,129,35,33.7,1.3,1,2,mobile,1,High leverage on the predictor side,1,6.8,"Q: In a 60-site nursing home model, one site has a bed count five times larger than the next largest. What does that give this case?  ||  A) High leverage on the predictor side [X]  |  B) A large residual by definition  |  C) A low tolerance value by default  |  D) A violation of the normality assumption",Chose A) High leverage on the predictor side - CORRECT
R009347,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0454,practice,lab4,Lab 4 · relationships and prediction,3,2025-11-24,2025-11-24 21:11:16,13,Mon,21,Evening,1016,S11-27,Test selection,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,0,,,,,4,1,"Both variables are continuous and roughly linearly related, such as attendance rate and test score",57,98,62.3,35.7,0,1,mobile,2,One variable is a rank order of schools,0,34.5,"Q: Which situation calls for Pearson r rather than Spearman?  ||  A) Both variables are continuous and roughly linearly related, such as attendance rate and test score [X]  |  B) One variable is a rank order of schools  |  C) Both variables are ordinal satisfaction ratings  |  D) One variable is a nominal grouping of academic departments within the organization being studied here","Chose B) One variable is a rank order of schools - INCORRECT (key: A) Both variables are continuous and roughly linearly related, such as attendance rate and test score)"
R009348,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0454,practice,lab4,Lab 4 · relationships and prediction,4,2025-11-24,2025-11-24 21:11:51,13,Mon,21,Evening,1215,AK-52,Correlation,theme,Themed sets,11,Correlation and Regression,11,kay,Ironic Healthcare (in the style of Adam Kay),exam2,lab4,,0,,,,,4,2,Correlation does not establish causation; a confounder may drive both,149,69,61.3,7.7,1,1,mobile,2,Correlation does not establish causation; a confounder may drive both,1,17.0,"Q: Across 60 wards, the number of laminated posters correlates with faster discharge, r = 0.44. The QI lead orders more posters. The correct caution is:  ||  A) An r of 0.44 indicates a negative relationship  |  B) Correlation does not establish causation; a confounder may drive both [X]  |  C) Correlation requires a minimum of 100 wards to be interpreted  |  D) An r above 0.40 is conventionally treated as sufficient evidence of causation",Chose B) Correlation does not establish causation; a confounder may drive both - CORRECT
R009349,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0454,practice,lab4,Lab 4 · relationships and prediction,5,2025-11-24,2025-11-24 21:12:10,13,Mon,21,Evening,1046,S12-07,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,4,The unstandardized b for follow-up calls,144,40,38.7,1.3,0,1,tablet,4,The unstandardized b for follow-up calls,1,9.1,Q: A clinic director must tell her board how many fewer readmission days to expect for each added follow-up call. Which number belongs in the memo?  ||  A) The model's adjusted R-squared value  |  B) The standardized beta for follow-up calls  |  C) The tolerance value for follow-up calls  |  D) The unstandardized b for follow-up calls [X],Chose D) The unstandardized b for follow-up calls - CORRECT
R009350,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0454,practice,lab4,Lab 4 · relationships and prediction,6,2025-11-24,2025-11-24 21:12:20,13,Mon,21,Evening,199,CORR-05,Correlation,lecture,Rewritten from textbook items to match lecture,11,Correlation and Regression,11,,,exam2,lab4,,1,,,,,4,2,Restriction of range — little variability in SAT among these students,173,69,28.7,40.3,1,1,mobile,2,Restriction of range — little variability in SAT among these students,1,8.2,Q: A researcher finds almost no correlation between SAT scores and GPA among students at a highly selective college (all SATs between 1450 and 1600). The likely explanation is:  ||  A) SAT scores do not predict GPA anywhere  |  B) Restriction of range — little variability in SAT among these students [X]  |  C) GPA is negatively skewed  |  D) The sample was too large,Chose B) Restriction of range — little variability in SAT among these students - CORRECT
R009351,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0454,practice,lab4,Lab 4 · relationships and prediction,7,2025-11-24,2025-11-24 21:12:29,13,Mon,21,Evening,206,REG-05,Regression,lecture,Rewritten from textbook items to match lecture,11,Correlation and Regression,11,,,exam2,lab4,,1,,,,,4,2,+0.3,88,4,3.0,1.0,1,1,mobile,1,−0.3,0,26.8,Q: A student's actual GPA is 3.4 and the regression equation predicts 3.1. The residual is:  ||  A) −0.3  |  B) +0.3 [X]  |  C) 3.25  |  D) 0,Chose A) −0.3 - INCORRECT (key: B) +0.3)
R009352,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0454,practice,lab4,Lab 4 · relationships and prediction,8,2025-11-24,2025-11-24 21:12:58,13,Mon,21,Evening,412,BRO-32,Multiple regression,theme,Themed sets,12,Multiple Regression and Diagnostics,12,broncos,Denver Broncos,exam2,lab4,,0,,,,,4,1,Adjusted R²,198,11,16.0,-5.0,1,2,desktop,1,Adjusted R²,1,8.8,"Q: A model predicts Broncos wins from turnover margin, sacks, and yards per play (R² = .61). Adding 'number of mascot appearances' raises R² to .612. The statistic that will barely move — or fall — is:  ||  A) Adjusted R² [X]  |  B) The intercept  |  C) Sample size  |  D) The number of predictors",Chose A) Adjusted R² - CORRECT
R009353,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0454,practice,lab4,Lab 4 · relationships and prediction,9,2025-11-24,2025-11-24 21:13:08,13,Mon,21,Evening,1070,S12-31,What statistics cannot do,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,1,Prediction from observational data cannot establish cause.,141,58,60.0,-2.0,0,2,mobile,1,Prediction from observational data cannot establish cause.,1,11.4,"Q: A memo states that mentoring hours caused higher retention, based on a regression of routinely collected personnel data. What is the problem?  ||  A) Prediction from observational data cannot establish cause. [X]  |  B) The analyst should have reported a correlation coefficient.  |  C) Causal claims require a considerably larger R-squared value.  |  D) Regression coefficients require experimental data to compute.",Chose A) Prediction from observational data cannot establish cause. - CORRECT
R009354,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0454,practice,lab4,Lab 4 · relationships and prediction,10,2025-11-24,2025-11-24 21:13:21,13,Mon,21,Evening,1256,TV-52,Regression,theme,Themed sets,11,Correlation and Regression,11,taylor,Taylor's Version,exam2,lab4,,0,,,,,4,2,Each additional show is associated with $22 more predicted spending,163,67,51.3,15.7,1,1,mobile,2,Each additional show is associated with $22 more predicted spending,1,23.4,"Q: A regression predicting merchandise spending from concert attendance yields the equation Y-hat = 30 + 22X, where X is shows attended. How is the slope interpreted?  ||  A) Fans attending zero shows spend $22 on average  |  B) Each additional show is associated with $22 more predicted spending [X]  |  C) Attendance explains 22 percent of variance in spending  |  D) Attending more shows causes a $22 increase in spending",Chose B) Each additional show is associated with $22 more predicted spending - CORRECT
R009355,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0455,practice,lab4,Lab 4 · relationships and prediction,1,2025-11-22,2025-11-22 22:51:00,13,Sat,22,Late night,1040,S12-01,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,3,"Each added mentoring hour predicts 0.8 more months, experience held constant.",179,77,72.0,5.0,1,1,mobile,3,"Each added mentoring hour predicts 0.8 more months, experience held constant.",1,24.0,"Q: A district predicts teacher retention in months from years of experience and mentoring hours. The unstandardized coefficient for mentoring hours is 0.8. What does that value mean?  ||  A) The correlation between mentoring hours and months of retention is 0.8.  |  B) Mentoring hours matter 0.8 standard deviations more than experience does.  |  C) Each added mentoring hour predicts 0.8 more months, experience held constant. [X]  |  D) Mentoring hours explain 80 percent of the variance in teacher retention.","Chose C) Each added mentoring hour predicts 0.8 more months, experience held constant. - CORRECT"
R009356,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0455,practice,lab4,Lab 4 · relationships and prediction,2,2025-11-22,2025-11-22 22:51:25,13,Sat,22,Late night,211,MREG-03,Multiple regression,lecture,Rewritten from textbook items to match lecture,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,1,,,,,4,2,Multicollinearity,131,17,17.7,-0.7,1,1,mobile,1,Heteroscedasticity,0,10.7,Q: Two predictors in a model — 'credits attempted' and 'credits completed' — correlate at r = .96. The problem this creates is called:  ||  A) Heteroscedasticity  |  B) Multicollinearity [X]  |  C) Restriction of range  |  D) Autocorrelation,Chose A) Heteroscedasticity - INCORRECT (key: B) Multicollinearity)
R009357,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0455,practice,lab4,Lab 4 · relationships and prediction,3,2025-11-22,2025-11-22 22:51:37,13,Sat,22,Late night,375,P15-31,Correlation,pub,Publisher test bank — application level,11,Correlation and Regression,11,,,exam2,lab4,,1,,,,,4,3,29,109,2,2.0,0.0,1,3,mobile,3,29,1,4.1,"Q: When computing a correlation coefficient, if you have 27 degrees of freedom, your sample size must be ______.  ||  A) 25  |  B) 27  |  C) 29 [X]  |  D) 26",Chose C) 29 - CORRECT
R009358,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0455,practice,lab4,Lab 4 · relationships and prediction,4,2025-11-22,2025-11-22 22:51:43,13,Sat,22,Late night,204,REG-03,Regression,lecture,Rewritten from textbook items to match lecture,11,Correlation and Regression,11,,,exam2,lab4,,1,,,,,4,2,Intercept — predicted salary at zero years of service,74,53,10.0,43.0,1,1,mobile,4,Correlation,0,16.5,"Q: In Predicted salary = 38,000 + 2,100(Years of service), the 38,000 is the:  ||  A) Slope  |  B) Intercept — predicted salary at zero years of service [X]  |  C) Standard error  |  D) Correlation",Chose D) Correlation - INCORRECT (key: B) Intercept — predicted salary at zero years of service)
R009359,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0455,practice,lab4,Lab 4 · relationships and prediction,5,2025-11-22,2025-11-22 22:52:02,13,Sat,22,Late night,1258,TV-54,Multiple regression,theme,Themed sets,12,Multiple Regression and Diagnostics,12,taylor,Taylor's Version,exam2,lab4,,0,,,,,4,1,"The change in engagement per listening hour, holding shows attended constant",168,76,59.0,17.0,1,1,mobile,1,"The change in engagement per listening hour, holding shows attended constant",1,10.9,"Q: In a model predicting fan engagement scores from listening hours and shows attended, the partial slope for listening hours is 1.4. What does this coefficient represent?  ||  A) The change in engagement per listening hour, holding shows attended constant [X]  |  B) The total variance in engagement explained by listening hours  |  C) The correlation between listening hours and engagement  |  D) The predicted engagement score when both predictors equal zero","Chose A) The change in engagement per listening hour, holding shows attended constant - CORRECT"
R009360,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0455,practice,lab4,Lab 4 · relationships and prediction,6,2025-11-22,2025-11-22 22:52:14,13,Sat,22,Late night,343,P05-24,Correlation,pub,Publisher test bank — application level,11,Correlation and Regression,11,,,exam2,lab4,,1,,,,,4,4,-0.92,52,5,4.0,1.0,0,1,tablet,4,-0.92,1,6.1,Q: Which of the following is the strongest correlation?  ||  A) 0.21  |  B) 0.87  |  C) 0.44  |  D) -0.92 [X],Chose D) -0.92 - CORRECT
R009361,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0455,practice,lab4,Lab 4 · relationships and prediction,7,2025-11-22,2025-11-22 22:52:23,13,Sat,22,Late night,1008,S11-19,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,0,,,,,4,2,"There is a relationship, but it is curvilinear, so Pearson r near zero is misleading",153,84,55.3,28.7,1,2,mobile,2,"There is a relationship, but it is curvilinear, so Pearson r near zero is misleading",1,9.7,"Q: A district scatterplot of class size against teacher-rated engagement shows a clear inverted-U shape, yet Pearson r is 0.03. What is the best conclusion?  ||  A) The two variables are unrelated  |  B) There is a relationship, but it is curvilinear, so Pearson r near zero is misleading [X]  |  C) The scatterplot must have been drawn incorrectly, since r and the plot always agree exactly  |  D) Sample size is too small for any correlation","Chose B) There is a relationship, but it is curvilinear, so Pearson r near zero is misleading - CORRECT"
R009362,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0455,practice,lab4,Lab 4 · relationships and prediction,8,2025-11-22,2025-11-22 22:52:35,13,Sat,22,Late night,109,Q31_Negative_Correlation,Correlation,exam,Used on a Fall 2025 quiz or exam,11,Correlation and Regression,11,,,exam2,lab4,,1,,,,,4,2,"as one variable increases, the other decreases",41,46,42.3,3.7,0,1,mobile,4,the data is not normally distributed,0,9.3,"Q: A negative correlation means that ______.  ||  A) there is no relationship between variables  |  B) as one variable increases, the other decreases [X]  |  C) the relationship is not statistically significant  |  D) the data is not normally distributed","Chose D) the data is not normally distributed - INCORRECT (key: B) as one variable increases, the other decreases)"
