item_number,item_id,topic,tier_code,tier_label,session_primary,session_name,session_all,theme_code,theme_label,exam_block,lab_block,extra_topic,source_note,news_outlet,news_date,news_sourced,news_url,n_options,correct_position,correct_option_text,stem_chars,key_chars,mean_distractor_chars,key_length_advantage,numeric_item,item_text_full,n_responses
1040,S12-01,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,3,"Each added mentoring hour predicts 0.8 more months, experience held constant.",179,77,72.0,5.0,1,"Q: A district predicts teacher retention in months from years of experience and mentoring hours. The unstandardized coefficient for mentoring hours is 0.8. What does that value mean?  ||  A) The correlation between mentoring hours and months of retention is 0.8.  |  B) Mentoring hours matter 0.8 standard deviations more than experience does.  |  C) Each added mentoring hour predicts 0.8 more months, experience held constant. [X]  |  D) Mentoring hours explain 80 percent of the variance in teacher retention.",13
1041,S12-02,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,3,34,192,2,2.0,0.0,1,"Q: A nonprofit predicts annual gift size with Y' = 12 + 0.5(volunteer hours) + 3(events attended). A donor logged 20 volunteer hours and attended 4 events. What is the predicted gift, in dollars?  ||  A) 26  |  B) 30  |  C) 34 [X]  |  D) 38",17
1042,S12-03,Effect size,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,4,The new predictor is not worth the degrees of freedom it costs.,161,63,64.3,-1.3,1,"Q: An analyst adds a sixth predictor to a donor renewal model. R-squared rises from .41 to .42, but adjusted R-squared falls from .38 to .36. What is the best read?  ||  A) The model clearly improved, because the raw R-squared went up.  |  B) Adjusted R-squared was almost certainly computed incorrectly here.  |  C) The new predictor is significant but carries only a small effect.  |  D) The new predictor is not worth the degrees of freedom it costs. [X]",14
1043,S12-04,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,4,The four predictors together predict stay better than chance.,136,61,58.0,3.0,1,"Q: A hospital regresses length of stay on four admission variables and reports F(4, 195) = 6.31, p = .001. What does that F test establish?  ||  A) Every one of the four admission predictors is significant.  |  B) The single strongest predictor in the model is significant.  |  C) The model satisfies the homoscedasticity assumption well.  |  D) The four predictors together predict stay better than chance. [X]",12
1044,S12-05,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,2,The predictors are heavily correlated with one another.,150,55,55.3,-0.3,0,"Q: In a model of time to degree, the overall F is significant but not one individual predictor reaches significance. What is the most likely explanation?  ||  A) The analyst used the wrong alpha level for the F test.  |  B) The predictors are heavily correlated with one another. [X]  |  C) The sample size is far too large for this many predictors.  |  D) The outcome variable is not normally distributed here.",32
1045,S12-06,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,1,The standardized beta weights,169,29,30.3,-1.3,0,"Q: A dean wants to know which of three predictors matters most in a model where predictors are measured in dollars, years, and test points. Which values should she compare?  ||  A) The standardized beta weights [X]  |  B) The intercepts for each predictor  |  C) The unstandardized b values  |  D) The p values for each predictor",19
1046,S12-07,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,4,The unstandardized b for follow-up calls,144,40,38.7,1.3,0,Q: A clinic director must tell her board how many fewer readmission days to expect for each added follow-up call. Which number belongs in the memo?  ||  A) The model's adjusted R-squared value  |  B) The standardized beta for follow-up calls  |  C) The tolerance value for follow-up calls  |  D) The unstandardized b for follow-up calls [X],10
1047,S12-08,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,2,3,145,1,1.0,0.0,0,"Q: A researcher wants campus site, which has four levels, as a predictor of student persistence. How many dummy variables should enter the equation?  ||  A) 2  |  B) 3 [X]  |  C) 4  |  D) 5",16
1048,S12-09,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,1,"As differences from rural, the reference group",147,46,47.7,-1.7,0,"Q: Region has three levels: urban, suburban, and rural. The analyst enters two dummies and omits rural. How should the two dummy coefficients be read?  ||  A) As differences from rural, the reference group [X]  |  B) As the correlation of region with the outcome  |  C) As the effect of region ignoring other predictors  |  D) As the average outcome within each of the regions",15
1049,S12-10,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,2,"Four, with the fifth serving as the reference group",139,51,50.3,0.7,0,"Q: A nonprofit codes donor acquisition channel into five categories for a renewal model. How many dummy variables enter the equation, and why?  ||  A) One, coded 1 through 5 to preserve all categories  |  B) Four, with the fifth serving as the reference group [X]  |  C) Two, because dummy variables are always binary ones  |  D) Five, one dummy variable for each of the categories",22
1050,S12-11,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,2,Multicollinearity among the predictors,159,38,37.0,1.0,0,"Q: A donor renewal model includes total giving, average gift, and number of gifts. Coefficients flip sign and standard errors balloon. What is the likely problem?  ||  A) An alpha level that was set too low  |  B) Multicollinearity among the predictors [X]  |  C) Heteroscedasticity in the residual plot  |  D) A violation of independence of errors",12
1051,S12-12,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,4,That predictor is largely redundant with the others.,94,52,51.0,1.0,1,Q: Output for a nurse staffing model shows a VIF of 8.6 for one predictor. What does that signal?  ||  A) That predictor explains 8.6 percent of the variance.  |  B) That predictor has unusual influence on the intercept.  |  C) The residuals depart noticeably from normality.  |  D) That predictor is largely redundant with the others. [X],15
1052,S12-13,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,2,Only 9 percent of its variance is independent of the others.,102,60,57.3,2.7,1,Q: Tolerance for one predictor in a persistence model is reported as .09. How should the analyst read it?  ||  A) The predictor accounts for 9 percent of outcome variance.  |  B) Only 9 percent of its variance is independent of the others. [X]  |  C) The predictor is significant only at the .09 alpha level.  |  D) Nine percent of the cases in the model are clear outliers.,15
1053,S12-14,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,1,Drop one of them or combine them into a composite.,119,50,49.7,0.3,1,"Q: Two predictors in a staff retention model correlate .93, and both carry high VIF values. What is a reasonable response?  ||  A) Drop one of them or combine them into a composite. [X]  |  B) Raise alpha to .10 so that both stay significant.  |  C) Transform the outcome variable and rerun the model.  |  D) Report both coefficients without further comment.",34
1054,S12-15,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,4,Linearity of the predictor and outcome relations,168,48,42.3,5.7,0,"Q: Before modeling length of stay on age and comorbidity count, a resident inspects a scatterplot of each predictor against the outcome. Which assumption is being checked?  ||  A) Equality of sample sizes across predictors  |  B) Independence of the errors across the cases  |  C) Normality of each predictor's distribution  |  D) Linearity of the predictor and outcome relations [X]",11
1055,S12-16,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,4,Independence of errors,147,22,27.0,-5.0,1,"Q: Students in a persistence model are clustered in 20 advising cohorts, and outcomes within a cohort move together. Which assumption is most at risk?  ||  A) Homoscedasticity of residuals  |  B) Normality of the residuals  |  C) Linearity of relationships  |  D) Independence of errors [X]",15
1056,S12-17,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,4,Whether residual spread is similar across predicted values,107,58,54.0,4.0,0,Q: A reviewer asks whether the homoscedasticity assumption holds in a donor giving model. What is being asked?  ||  A) Whether every predictor relates linearly to the outcome  |  B) Whether the predictors are uncorrelated with each other  |  C) Whether the outcome variable is normally distributed  |  D) Whether residual spread is similar across predicted values [X],9
1057,S12-18,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,,,,,,4,1,Heteroscedasticity,155,18,19.3,-1.3,0,Q: A residual plot for predicted hospital charges fans out: residuals are tight at low predicted values and wide at high ones. What does that funnel indicate?  ||  A) Heteroscedasticity [X]  |  B) Correlated errors  |  C) Multicollinearity  |  D) A nonlinear relationship,8
